,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
2,fullscreen,2,9203,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
3,html-keyboard-response,3,20900,0.0-3.0,11695.60000000894, ,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
4,html-keyboard-response,4,22899,0.0-4.0,1998.1000000089407, ,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","1.12.2021, 06:58:24",1638338304560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
5,html-keyboard-response,5,37443,0.0-5.0,14543.20000000298,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
6,virtual-chinrest,6,281346,0.0-6.0,243900.70000000295,,,,,,85.6,53.98,388.0,4.53,652.89,7.501280764800355,51.724500410741065,37.119739867053305,20.879853675217483,,,,,,,,,,,,,,,,,,,19
7,html-keyboard-response,7,327220,0.0-7.0,45871.39999999106,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
8,html-keyboard-response,8,327735,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=18.291673346196 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=540 r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=687.69 cy=NaN r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=540 r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=687.69 cy=NaN r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""687.69,540 695.0405089341689,566.1309619231372 680.3394910658312,566.1309619231372"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
9,html-keyboard-response,9,327893,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=18.291673346196 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1106.31 cy=540 r=26.130961923137143 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1242.3615 cy=540 r=26.130961923137143 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1106.31 cy=676.0515 r=26.130961923137143 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=970.2584999999999 cy=540 r=26.130961923137143 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1106.31 cy=403.94849999999997 r=26.130961923137143 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1106.31,540 1113.6605089341688,513.8690380768628 1098.9594910658311,513.8690380768628"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,19
10,html-keyboard-response,10,328571,0.0-10.0,676.3999999910593,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=18.291673346196 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1242.3615 cy=540 r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1106.31 cy=676.0515 r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=970.2584999999999 cy=540 r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1106.31 cy=403.94849999999997 r=26.130961923137143 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1106.31,540 1113.6605089341688,513.8690380768628 1098.9594910658311,513.8690380768628"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,09Q4u177dNRydcTp,136.0515,2.6,False,True,True,209.31,4.0,663.054,,,,,,,,19
