,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,7,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
2,fullscreen,2,7485,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
3,html-keyboard-response,3,14527,0.0-3.0,7039.800000011921,enter,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
4,html-keyboard-response,4,17210,0.0-4.0,2682.4000000059605,enter,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","01/12/2021, 09:19:35",1638343175055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
5,html-keyboard-response,5,33907,0.0-5.0,16695.80000001192,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
6,virtual-chinrest,6,241763,0.0-6.0,207853.69999998808,,,,,,85.6,53.98,321.0,3.75,611.6,8.006108478786576,40.09438553706076,31.924669323510333,19.1548015941062,,,,,,,,,,,,,,,,,,,25
7,html-keyboard-response,7,326937,0.0-7.0,85170.79999998212,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8,html-keyboard-response,8,327441,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1280 height=768>
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=NaN r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=NaN r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""412.33000000000004,384 418.11260412951873,404.55708110531185 406.54739587048135,404.55708110531185"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
9,html-keyboard-response,9,327599,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1280 height=768>
    
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=412.33000000000004 cy=384 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=519.3655 cy=384 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=491.0355 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=305.2945 cy=384 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=276.9645 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""412.33000000000004,384 418.11260412951873,363.44291889468815 406.54739587048135,363.44291889468815"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,25
10,html-keyboard-response,10,328424,0.0-10.0,823.5,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1280 height=768>
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=519.3655 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=491.0355 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=305.2945 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=276.9645 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""412.33000000000004,384 418.11260412951873,363.44291889468815 406.54739587048135,363.44291889468815"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,KWlh4a0dAwZLVier,107.0355,2.6,True,True,False,164.67,4.0,630.1179999999999,,,,,,,,25
11,html-keyboard-response,11,328942,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1280 height=768>
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=519.3655 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=491.0355 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=305.2945 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=412.33000000000004 cy=276.9645 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""412.33000000000004,384 418.11260412951873,363.44291889468815 406.54739587048135,363.44291889468815"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
12,html-keyboard-response,12,329101,0.0-12.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1280 height=768>
    
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=741.67 cy=384 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=848.7054999999999 cy=384 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=741.67 cy=491.0355 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=634.6345 cy=384 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=741.67 cy=276.9645 r=20.55708110531183 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""741.67,384 747.4526041295187,363.44291889468815 735.8873958704812,363.44291889468815"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,25
13,html-keyboard-response,13,329744,0.0-13.0,641.4000000059605,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1280 height=768>
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=848.7054999999999 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=741.67 cy=491.0355 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=634.6345 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=741.67 cy=276.9645 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""741.67,384 747.4526041295187,363.44291889468815 735.8873958704812,363.44291889468815"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,KWlh4a0dAwZLVier,107.0355,2.6,False,True,False,164.67,4.0,630.1179999999999,,,,,,,,25
14,html-keyboard-response,14,330247,0.0-14.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1280 height=768>
    <circle cx=577 cy=384 r=14.38995677371828 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=848.7054999999999 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=741.67 cy=491.0355 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=634.6345 cy=384 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=741.67 cy=276.9645 r=20.55708110531183 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""741.67,384 747.4526041295187,363.44291889468815 735.8873958704812,363.44291889468815"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
