,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,12,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2,fullscreen,2,9168,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
3,html-keyboard-response,3,25205,0.0-3.0,16034.0,g,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
4,html-keyboard-response,4,28651,0.0-4.0,3445.199999988079,e,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","12/1/2021, 9:23:21 AM",1638343401194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
5,html-keyboard-response,5,44397,0.0-5.0,15743.600000023842,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
6,virtual-chinrest,6,186285,0.0-6.0,141884.79999995232,,,,,,85.6,53.98,342.0,4.0,420.31,11.628729581570472,29.40991942421732,46.44691405972301,26.1136383586144,,,,,,,,,,,,,,,,,,,27
7,html-keyboard-response,7,255809,0.0-7.0,69517.10000002384,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8,html-keyboard-response,8,256323,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=10.374418658700122 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=384 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=442.28 cy=NaN r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=384 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=442.28 cy=NaN r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""442.28,384 446.4489601379986,398.8205980838573 438.11103986200135,398.8205980838573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
9,html-keyboard-response,9,256479,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=10.374418658700122 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=797.72 cy=384 r=14.82059808385732 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=913.238 cy=384 r=14.82059808385732 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=797.72 cy=499.51800000000003 r=14.82059808385732 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=682.202 cy=384 r=14.82059808385732 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=797.72 cy=268.48199999999997 r=14.82059808385732 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""797.72,384 801.8889601379987,398.8205980838573 793.5510398620014,398.8205980838573"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,27
10,html-keyboard-response,10,258417,0.0-10.0,1935.899999976158,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=10.374418658700122 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=913.238 cy=384 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=797.72 cy=499.51800000000003 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=682.202 cy=384 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=797.72 cy=268.48199999999997 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""797.72,384 801.8889601379987,398.8205980838573 793.5510398620014,398.8205980838573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,tzRmKyxeEJ2fL0pB,115.518,3.89,False,False,False,177.72,6.0,425.89,,,,,,,,27
11,html-keyboard-response,11,258934,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=10.374418658700122 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=913.238 cy=384 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=797.72 cy=499.51800000000003 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=682.202 cy=384 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=797.72 cy=268.48199999999997 r=14.82059808385732 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""797.72,384 801.8889601379987,398.8205980838573 793.5510398620014,398.8205980838573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
