,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,17,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2,fullscreen,2,15534,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
3,html-keyboard-response,3,28443,0.0-3.0,12904.69999998808,enter,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
4,html-keyboard-response,4,35003,0.0-4.0,6558.100000023842,enter,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","12/1/2021, 9:21:21 AM",1638343281015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
5,html-keyboard-response,5,57829,0.0-5.0,22822.60000002384,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
6,virtual-chinrest,6,225909,0.0-6.0,168075.89999997616,,,,,,85.6,53.98,340.0,3.97,454.05,10.769891799534516,31.569490792349008,43.2696241122475,24.32728500600738,,,,,,,,,,,,,,,,,,,26
7,html-keyboard-response,7,337277,0.0-7.0,111360.79999995232,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
8,html-keyboard-response,8,337792,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=8.583160142640335 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=384 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=472.97 cy=NaN r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=384 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=472.97 cy=NaN r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""472.97,384 476.41914290332005,396.261657346629 469.52085709668,396.261657346629"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
9,html-keyboard-response,9,337950,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=8.583160142640335 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=767.03 cy=384 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=862.5995 cy=384 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=767.03 cy=479.5695 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=671.4604999999999 cy=384 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=767.03 cy=288.4305 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""767.03,384 770.4791429033199,396.261657346629 763.58085709668,396.261657346629"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,26
10,html-keyboard-response,10,350016,0.0-10.0,12063.100000023842,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=8.583160142640335 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=862.5995 cy=384 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=767.03 cy=479.5695 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=671.4604999999999 cy=384 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=767.03 cy=288.4305 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""767.03,384 770.4791429033199,396.261657346629 763.58085709668,396.261657346629"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,47toI94Jiv8Z54Xq,95.5695,3.89,False,False,False,147.03,6.0,355.018,,,,,,,,26
11,html-keyboard-response,11,350532,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=8.583160142640335 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=862.5995 cy=384 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=767.03 cy=479.5695 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=671.4604999999999 cy=384 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=767.03 cy=288.4305 r=12.26165734662905 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""767.03,384 770.4791429033199,396.261657346629 763.58085709668,396.261657346629"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
12,html-keyboard-response,12,350688,0.0-12.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=8.583160142640335 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=472.97 cy=384 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=568.5395000000001 cy=384 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=472.97 cy=479.5695 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=377.4005 cy=384 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=472.97 cy=288.4305 r=12.26165734662905 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""472.97,384 476.41914290332005,396.261657346629 469.52085709668,396.261657346629"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,26
