,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,14,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2,fullscreen,2,52546,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
3,html-keyboard-response,3,76904,0.0-3.0,24355.700000000183,enter,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
4,html-keyboard-response,4,80982,0.0-4.0,4075.5,enter,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","12/1/2021, 9:16:41 AM",1638343001044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
5,html-keyboard-response,5,96766,0.0-5.0,15781.100000000091,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
6,virtual-chinrest,6,220070,0.0-6.0,123300.0,,,,,,85.6,53.98,346.0,4.04,498.18,9.820757840167728,35.231496960940305,54.496690904976994,30.65438863404956,,,,,,,,,,,,,,,,,,,27
7,html-keyboard-response,7,262012,0.0-7.0,41934.40000000037,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
8,html-keyboard-response,8,262516,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=12.114162555447523 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=540 r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=689.48 cy=NaN r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=540 r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=689.48 cy=NaN r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""689.48,540 694.3480762229066,557.3059465077822 684.6119237770935,557.3059465077822"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
9,html-keyboard-response,9,262671,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=12.114162555447523 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1104.52 cy=540 r=17.305946507782178 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1239.408 cy=540 r=17.305946507782178 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1104.52 cy=674.888 r=17.305946507782178 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=969.632 cy=540 r=17.305946507782178 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1104.52 cy=405.11199999999997 r=17.305946507782178 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1104.52,540 1109.3880762229066,522.6940534922178 1099.6519237770933,522.6940534922178"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,27
10,html-keyboard-response,10,272507,0.0-10.0,9832.799999999814,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=12.114162555447523 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1239.408 cy=540 r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1104.52 cy=674.888 r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=969.632 cy=540 r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1104.52 cy=405.11199999999997 r=17.305946507782178 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1104.52,540 1109.3880762229066,522.6940534922178 1099.6519237770933,522.6940534922178"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,False,cXEdleUvGAzbQbkZ,134.888,3.89,False,True,False,207.52,6.0,492.386,,,,,,,,27
