,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
2,fullscreen,2,13061,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
3,html-keyboard-response,3,15113,0.0-3.0,2050.0, ,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
4,html-keyboard-response,4,17023,0.0-4.0,1910.0, ,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","1.12.2021, 08:14:08",1638342848765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
5,html-keyboard-response,5,24751,0.0-5.0,7728.0,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
6,virtual-chinrest,6,121736,0.0-6.0,96985.0,,,,,,85.6,53.98,168.0,1.96,292.91,16.62645060307403,10.104381506954878,135.1888781178519,76.00663132833841,,,,,,,,,,,,,,,,,,,20
7,html-keyboard-response,7,150198,0.0-7.0,28459.0,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
8,html-keyboard-response,8,150704,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=NaN r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=NaN r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,387.92557829565857 571.8257544533227,387.92557829565857"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
9,html-keyboard-response,9,150861,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=667.07 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=697.6655000000001 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=414.5955 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=636.4745 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=353.4045 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""667.07,384 668.1742455466773,387.92557829565857 665.9657544533228,387.92557829565857"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,20
10,html-keyboard-response,10,151837,0.0-10.0,976.0,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=697.6655000000001 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=414.5955 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=636.4745 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=353.4045 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""667.07,384 668.1742455466773,387.92557829565857 665.9657544533228,387.92557829565857"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,Tvkf5RjUo8Hmhmxn,30.5955,3.89,False,False,False,47.07,6.0,230.218,,,,,,,,20
11,html-keyboard-response,11,152353,0.0-11.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=697.6655000000001 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=414.5955 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=636.4745 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=353.4045 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""667.07,384 668.1742455466773,387.92557829565857 665.9657544533228,387.92557829565857"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
12,html-keyboard-response,12,152510,0.0-12.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=572.93 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=603.5255 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=414.5955 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.3344999999999 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=353.4045 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,387.92557829565857 571.8257544533227,387.92557829565857"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,20
13,html-keyboard-response,13,152965,0.0-13.0,455.0,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=603.5255 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=414.5955 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.3344999999999 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=353.4045 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,387.92557829565857 571.8257544533227,387.92557829565857"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,Tvkf5RjUo8Hmhmxn,30.5955,3.89,True,False,False,47.07,6.0,230.218,,,,,,,,20
14,html-keyboard-response,14,153467,0.0-14.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=603.5255 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=414.5955 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.3344999999999 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=353.4045 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,387.92557829565857 571.8257544533227,387.92557829565857"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
15,html-keyboard-response,15,153623,0.0-15.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=572.93 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=603.5255 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=414.5955 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.3344999999999 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=353.4045 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,380.07442170434143 571.8257544533227,380.07442170434143"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,20
16,html-keyboard-response,16,154318,0.0-16.0,693.0,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=603.5255 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=414.5955 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.3344999999999 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=353.4045 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,380.07442170434143 571.8257544533227,380.07442170434143"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,Tvkf5RjUo8Hmhmxn,30.5955,3.89,True,True,False,47.07,6.0,230.218,,,,,,,,20
17,html-keyboard-response,17,154819,0.0-17.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=603.5255 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=414.5955 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=542.3344999999999 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=353.4045 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,380.07442170434143 571.8257544533227,380.07442170434143"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
18,html-keyboard-response,18,154974,0.0-18.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=667.07 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=694.8840909090909 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=411.8140909090909 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=639.2559090909092 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=356.1859090909091 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""667.07,384 668.1742455466773,380.07442170434143 665.9657544533228,380.07442170434143"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,20
19,html-keyboard-response,19,155622,0.0-19.0,646.0,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=694.8840909090909 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=411.8140909090909 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=639.2559090909092 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=356.1859090909091 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""667.07,384 668.1742455466773,380.07442170434143 665.9657544533228,380.07442170434143"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,Tvkf5RjUo8Hmhmxn,27.814090909090908,3.54,False,True,False,47.07,6.0,230.218,,,,,,,,20
20,html-keyboard-response,20,156122,0.0-20.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=694.8840909090909 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=411.8140909090909 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=639.2559090909092 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=667.07 cy=356.1859090909091 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""667.07,384 668.1742455466773,380.07442170434143 665.9657544533228,380.07442170434143"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
21,html-keyboard-response,21,156280,0.0-21.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=572.93 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=598.2155371900826 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=409.28553719008266 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.6444628099173 cy=384 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=358.71446280991734 r=3.9255782956585916 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,380.07442170434143 571.8257544533227,380.07442170434143"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,20
22,html-keyboard-response,22,156742,0.0-22.0,460.0,arrowup,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=2.747904806961014 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=598.2155371900826 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=409.28553719008266 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=547.6444628099173 cy=384 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.93 cy=358.71446280991734 r=3.9255782956585916 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""572.93,384 574.0342455466772,380.07442170434143 571.8257544533227,380.07442170434143"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,Tvkf5RjUo8Hmhmxn,25.285537190082643,3.21,True,True,False,47.07,6.0,230.218,,,,,,,,20
23,html-keyboard-response,23,161725,0.0-23.0,4983.0,arrowdown,,"<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
24,html-keyboard-response,24,163918,0.0-24.0,2191.0,arrowdown,,"<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
