"trial_type","trial_index","time_elapsed","internal_node_id","rt","response","success","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","1","111619","0.0-1.0","111592.60000002384","{""Q0"":""""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","2","123386","0.0-2.0","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","3","129884","0.0-3.0","6497.700000047684"," ","","<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","132372","0.0-4.0","2486.2999999523163"," ","","<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>","12/1/2021, 7:56:54 AM","1638338214751","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","143438","0.0-5.0","11064.600000023842","arrowdown","","<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"virtual-chinrest","6","261699","0.0-6.0","118258.60000002384","","","","","","85.6","53.98","476","5.56","492.22","9.93907961533458","47.89175843461401","40.09040517109746","22.55085290874232","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","293692","0.0-7.0","31991.700000047684","arrowdown","","
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","8","294198","0.0-8.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.76 cy=NaN r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.76 cy=NaN r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.76,540 711.5107899371015,563.9989688302372 698.0092100628984,563.9989688302372"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","294354","0.0-9.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.24 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,563.9989688302372 1082.4892100628983,563.9989688302372"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","10","295219","0.0-10.0","863.2000000476837","arrowdown","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,563.9989688302372 1082.4892100628983,563.9989688302372"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","oM0vDkkBl4YSMnsd","124.95600000000002","2.6","false","false","true","192.24","4","496.1460000000001","","","","","","",""
"html-keyboard-response","11","295728","0.0-11.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,563.9989688302372 1082.4892100628983,563.9989688302372"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","12","295882","0.0-12.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.24 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,516.0010311697628 1082.4892100628983,516.0010311697628"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","296204","0.0-13.0","320.5","arrowup","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,516.0010311697628 1082.4892100628983,516.0010311697628"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","oM0vDkkBl4YSMnsd","124.95600000000002","2.6","false","true","true","192.24","4","496.1460000000001","","","","","","",""
"html-keyboard-response","14","296708","0.0-14.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,516.0010311697628 1082.4892100628983,516.0010311697628"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","296863","0.0-15.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.24 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,516.0010311697628 1082.4892100628983,516.0010311697628"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","16","297193","0.0-16.0","328.7999999523163","arrowup","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,516.0010311697628 1082.4892100628983,516.0010311697628"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","oM0vDkkBl4YSMnsd","124.95600000000002","2.6","false","true","true","192.24","4","496.1460000000001","","","","","","",""
"html-keyboard-response","17","297700","0.0-17.0","null","null","","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1214.196 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=664.956 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=964.284 cy=540 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.24 cy=415.044 r=23.99896883023722 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.24,540 1095.9907899371017,516.0010311697628 1082.4892100628983,516.0010311697628"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","18","297857","0.0-18.0","null","null","","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=16.799278181166052 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.76 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=818.3563636363637 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.76 cy=653.5963636363637 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=591.1636363636363 cy=540 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.76 cy=426.40363636363634 r=23.99896883023722 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.76,540 711.5107899371015,563.9989688302372 698.0092100628984,563.9989688302372"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
