,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,success,stimulus,start_time,start_time_unix,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,win_width_deg,win_height_deg,trialType,correct,participantID,criticalSpacing,criticalSpacing_deg,isLeft,isUp,isEccen4,eccentricity,eccentricity_deg,viewingDistanceMean,critical_spacing,critical_spacing_deg,crowding_session,correctRate,viewDistance_1,viewDistance_2,viewDistance_3,age
0,pavlovia,0,5,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
2,fullscreen,2,18824,0.0-2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
3,html-keyboard-response,3,35234,0.0-3.0,16406.100000023842, ,,"<h1>Consent Form</h1>
       <p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at stanfordpsych251@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation by closing the window, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>
       <p>Press <b>any key</b> to start the experiment!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
4,html-keyboard-response,4,38439,0.0-4.0,3202.399999976158, ,,"<h1>Welcome to the Visual Crowding Experiment!</h1>
       <p>This test will take <b>10-12</b> minutes to complete.</p>
       <p>Press any key to start the experiment!</p>",30/11/2021 23:54:37,1638338077902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
5,html-keyboard-response,5,52280,0.0-5.0,13838.700000047684,arrowdown,,"<div> 
<p> Before you begin this study, let&#39;s quickly test how far away you are sitting. You might know that vision tests at a doctor&#39;s practice often involve chinrests, the doctor basically asks you to sit away from a screen in a specific distance. We do this here with a <b>virtual chinrest</b>. </p>
<p> Please press the <b>down</b> arrow to continue.
</p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
6,virtual-chinrest,6,194962,0.0-6.0,142677.80000007153,,,,,,85.6,53.98,640.0,7.48,396.12,12.333549338957852,51.89098307479411,26.32441937033817,14.800259206749423,,,,,,,,,,,,,,,,,,,21
7,html-keyboard-response,7,240950,0.0-7.0,45984.59999990463,arrowdown,,"
	<h2 class=""bolded-blue"">Now, you will take a peripheral vision test!</h2>
<p> 
	<b>
		<font size=""140%"">1. </font>
	</b>
	<em><b>Please use both eyes for the following task.</b></em> First, you will see a screen (like the one in the image below) showing a <b>black dot</b> in the middle of the screen, with a group of circles displayed on either the <span class=""bolded-blue"">left</span> or <span class=""bolded-blue"">right</span> of the black dot for 150 ms. <span class=""bolded-blue"">Please make sure to focus on the black dot all the time!</span>

	<div>
		<img src=""example.png"" alt=""example"" style=""border: 2px solid black"" width=""600""/> 
	</div>
	
	<b>
		<font size=""140%"">2. </font>
	</b>
	Your task is to identify whether the opening of the <b class=""bolded-blue"">center circle</b> is upward by pressing UP or downward by pressing DOWN on your keyboard. The opening of the circle will only be upward or downward, not towards left or right.

	<div>
		<img src=""arrow_keys+.png"" alt=""arrows"" style=""border: 2px solid black"" width=""600""/>
	</div>
	<br>

<p>Please press the <b>down</b> arrow key to start the <span class=""bolded-blue"">practice task</span> (this first practice task will not count toward your final results).</p>
</p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
8,html-keyboard-response,8,241464,0.0-8.0,,,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=18.688822067336 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=NaN cy=384 r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=406.14 cy=NaN r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=NaN cy=384 r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=406.14 cy=NaN r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""406.14,384 413.65010314775895,410.69831723905145 398.629896852241,410.69831723905145"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
9,html-keyboard-response,9,241635,0.0-9.0,,,,"
    <div style="" display: block;  position: relative;"">
    <svg width=1366 height=768>
    
    <circle cx=620 cy=384 r=18.688822067336 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=406.14 cy=384 r=26.698317239051434 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=545.149 cy=384 r=26.698317239051434 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=406.14 cy=523.009 r=26.698317239051434 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=267.131 cy=384 r=26.698317239051434 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=406.14 cy=244.99099999999999 r=26.698317239051434 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""406.14,384 413.65010314775895,410.69831723905145 398.629896852241,410.69831723905145"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,stimulus,,,,,,,,,,,,,,,,,,21
10,html-keyboard-response,10,246198,0.0-10.0,4560.100000023842,arrowdown,,"
    <div style="" display: block;  position: relative;"">
    
    <svg width=1366 height=768>
    <circle cx=620 cy=384 r=18.688822067336 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=545.149 cy=384 r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=406.14 cy=523.009 r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=267.131 cy=384 r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=406.14 cy=244.99099999999999 r=26.698317239051434 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""406.14,384 413.65010314775895,410.69831723905145 398.629896852241,410.69831723905145"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ",,,,,,,,,,,,practice_get_response,True,Yy5NFQ5ygqRfrLZn,139.009,2.6,True,False,True,213.86,4.0,410.274,,,,,,,,21
